Booking ID,Date,Time,Customer ID,Vehicle Type,Pickup Location,Drop Location,Payment Method,Request Hour,Traffic Level,Weather Condition,Booking Platform
"""CNR3591294""",2024-03-05,18:01:55,"""CID9193061""",Premier Sedan,Vidhan Sabha,Noida Sector 62,null,18,High,,Web
"""CNR8643021""",06/11/2024,16:21,"""CID9628645""",Premier Sedan,Vinobapuri,Akshardham,null,16,,,App
"""CNR1985254""",2024-06-07,10:25:58," ""CID8100066""",Premier Sedan ,Subhash Chowk,Ramesh Nagar ,UPI,10,NA ,Rain ,App 
"""CNR3174930""",2024-11-10,18:36:47,"""CID8978699""",Premier Sedan,Sonipat,Bhiwadi,Cash,18,High,Clear,App
"""CNR8682069""",2024-09-26,21:32:16,"""CID7693872""",Premier Sedan,Saket,Old Gurgaon,null,21,Low,,App
"""CNR7462844""",2024-04-22,10:40:20,"""CID8864184""",Premier Sedan,New Delhi Railway Station,Kherki Daula Toll,Cash,10,Low,Clear,App
"""CNR7528808""",2024-05-08,19:24:43,"""CID8093514""",Uber XL,New Colony,Delhi Gate,null,19,Medium,,App
"""CNR1784296""",2024-03-07,04:11:12,"""CID2277704""",Premier Sedan,Nehru Place,South Extension,Credit Card,4,Low,Storm,App
"""CNR3199295""",2024-06-02,19:00:00,"""CID6750516""",Premier Sedan,Ambience Mall,Sushant Lok,null,19,Medium,,App
"""CNR2926297""",2024-07-22,17:28:31,"""CID8492795""",Premier Sedan,IIT Delhi,Faridabad Sector 15,null,17,High,,App
"""CNR7515246""",2024-05-20,20:50:50,"""CID4040400""",Premier Sedan,Pragati Maidan,Sultanpur,Cash,20,High,Rain,Phone
" ""CNR6750235""",2024-02-14,17:43:36,"""CID3357219""",Premier Sedan,Barakhamba  Road,IGI  Airport,Credit  Card,17,NA ,Rain,App
"""CNR4435904""",2024-09-21,05:31:33,"""CID5876795""",Premier Sedan,IGNOU Road,Paschim Vihar,null,5,Medium,,Phone
"""CNR4266699""",2024-10-30,11:31:55,"""CID7971629""",Premier Sedan,Welcome,Gurgaon Sector 56,UPI,11,Medium,Clear,App
"""CNR9245550""",2024-12-20,16:19:58,"""CID1012737""",Premier Sedan,Gurgaon Sector 56,Mundka,UPI,16,Medium,Rain,Phone
"""CNR9180403""",2024-01-19,01:34:53,"""CID9811499""",Premier Sedan,Jhilmil,Preet Vihar,Cash,1,Low,Clear,App
"""CNR1587301""",2024-02-07,22:38:43,"""CID2081870""",Premier Sedan,Aya Nagar,Shastri Nagar,null,22,Low,,App
"""CNR5489060""",2024-10-22,14:42:07,"""CID5048839""",Premier Sedan,Kanhaiya Nagar,Kadarpur,null,14,Low,,Web
"""CNR1922996""",2024-04-26,18:02:14,"""CID5817225""",Premier Sedan,Green Park,Jhilmil,null,18,High,,App
"""CNR9239958""",2024-10-30,21:09:46,"""CID5873176""",Premier Sedan,Tilak Nagar,Old Gurgaon,null,21,High,,App
"""CNR9973243""",2024-11-05,14:25:09,"""CID7107552""",Premier Sedan,Jahangirpuri,Hauz Khas,null,14,Low,,App
"""CNR2045790""",2024-11-28,16:26:14,"""CID3057086""",Premier Sedan,Nawada,IFFCO Chowk,null,16,High,,App
"""CNR3685657""",2024-02-01,08:21:21,"""CID5325649""",Premier Sedan,Janakpuri,Peeragarhi,Cash,8,High,Clear,App
"""CNR1253753""",2024-12-11,21:52:34,"""CID5603865""",Uber XL,Ramesh Nagar,Badshahpur,UPI,21,Low,Rain,App
"""CNR5263413""",2024-08-14,12:38:38,"""CID1546757""",Uber XL,IGNOU Road,South Extension,null,12,Medium,,App
"""CNR3524190""",2024-05-19,20:22:37,"""CID7381321""",Uber XL,Sarai Kale Khan,GTB Nagar,Cash,20,Medium,Clear,App
"""CNR7898051""",2024-09-13,16:22:02,"""CID8305432""",Premier Sedan,Rithala,Lok Kalyan Marg,Uber Wallet,16,Medium,Clear,App
"""CNR7531304""",2024-01-18,12:58:05,"""CID1638103""",Premier Sedan,Shastri Park,Jor Bagh,Cash,12,Low,Clear,App
"""CNR2171196""",2024-04-15,13:14:36,"""CID1292578""",Premier Sedan,New Colony,Mehrauli,Cash,13,Low,Storm,App
"""CNR8886179""",2024-09-05,09:46:51,"""CID9994783""",Uber XL,Subhash Nagar,Badshahpur,null,9,High,,App
"""CNR1691286""",2024-11-11,15:15:31,"""CID6176307""",Premier Sedan,Greater Noida,Seelampur,null,15,Medium,,Web
"""CNR5589122""",2024-10-25,11:11:08,"""CID7329163""",Premier Sedan,Chandni Chowk,Kadarpur,null,11,Low,,Web
"""CNR4110251""",2024-07-28,19:09:53,"""CID6967416""",Premier Sedan,Hauz Khas,Ambience Mall,Uber Wallet,19,High,Rain,App
"""CNR5135761""",2024-09-08,16:19:59,"""CID1193409""",Premier Sedan,Jhilmil,Chandni Chowk,Cash,16,Medium,Clear,App
"""CNR6490156""",2024-04-14,17:37:35,"""CID8838996""",Uber XL,Kashmere Gate,Rithala,null,17,High,,Web
"""CNR1706522""",2024-12-25,15:19:09,"""CID5214835""",Premier Sedan,Vinobapuri,Udyog Bhawan,null,15,Medium,,App
"""CNR8672710""",2024-06-13,18:44:36,"""CID7520659""",Uber XL,Sarojini Nagar,New Delhi Railway Station,null,18,High,,Web
"""CNR9115479""",2024-04-25,07:01:18,"""CID6701169""",Premier Sedan,Nehru Place,DLF City Court,null,7,Low,,App
"""CNR1617189""",2024-08-06,07:30:37,"""CID3436785""",Uber XL,Ghitorni,Delhi Gate,Debit Card,7,Low,Clear,Web
"""CNR9605041""",2024-08-29,19:10:29,"""CID1572253""",Premier Sedan,Ghitorni,Patel Chowk,UPI,19,High,Rain,App
"""CNR3024526""",2024-02-03,20:11:04,"""CID5411962""",Premier Sedan,Kashmere Gate,Chandni Chowk,null,20,High,,App
"""CNR3621761""",2024-08-23,19:09:11,"""CID8384929""",Uber XL,Inderlok,AIIMS,UPI,19,Medium,Rain,App
"""CNR1738170""",06/24/2024,7:06 PM,"""CID7424061""",Uber XL,Tagore Garden,Dilshad Garden, null,19,High, NA,App
"""CNR5201608""",2024-12-20,09:47:38,"""CID8983993""",Premier Sedan,Basai Dhankot,IGI Airport,UPI,9,Low,Clear,App
"""CNR8869023""",2024-07-28,21:23:21,"""CID7507970""",Premier Sedan,Ramesh Nagar,Govindpuri,Cash,21,Low,Clear,App
"""CNR8244411""",2024-06-22,19:44:47,"""CID7927132""",Uber XL,Pataudi Chowk,Badshahpur,null,19,High,,App
"""CNR4664078""",2024-08-02,18:16:18,"""CID2191259""",Uber XL,Kirti Nagar,Udyog Vihar Phase 4,null,18,Medium,,App
"""CNR2338435""",2024-10-23,07:40:53,"""CID9809453""",Premier Sedan,Kirti Nagar,Shahdara,UPI,7,Medium,Clear,App
"""CNR1939921""",2024-08-31,20:06:38,"""CID3196238""",Premier Sedan,Indirapuram,Meerut,null,20,High,,App
"""CNR4947137""",2024-04-07,13:42:18,"""CID8020461""",Premier Sedan,ITO,Bahadurgarh,null,13,Medium,,App
"""CNR6321444""",2024-03-05,18:36:41,"""CID7273369""",Premier Sedan,Akshardham,Pitampura,UPI,18,High,Clear,App
"""CNR2308679""",2024-02-06,15:46:30,"""CID7857201""",Premier Sedan,Civil Lines Gurgaon,Jor Bagh,null,15,High,,App
"""CNR9837697""",2024-12-09,08:29:53," ""CID8965214""",Premier Sedan,Ghitorni Village,Manesar,null,8,High ,,Phone
"""CNR8024024""",2024-02-07,19:53:24,"""CID9607176""",Premier Sedan,Barakhamba Road,Nawada,UPI,19,High,Rain,App
"""CNR9556094""",2024-09-16,06:20:52,"""CID4674452""",Premier Sedan,Shastri Nagar,Satguru Ram Singh Marg,UPI,6,Medium,Clear,App
"""CNR8973206""",2024-02-26,20:11:47,"""CID9081899""",Uber XL,Jahangirpuri,Aya Nagar,UPI,20,Medium,Rain,App
"""CNR1998205""",2024-11-09,18:36:05,"""CID9159611""",Premier Sedan,Bhikaji Cama Place,Old Gurgaon,Debit Card,18,High,Clear,App
"""CNR8801384""",2024-03-28,19:51:45,"""CID6522761""",Premier Sedan,Tilak Nagar,Kashmere Gate ISBT,Debit Card,19,Medium,Rain,Web
"""CNR8250711""",2024-12-26,23:42:54,"""CID9766668""",Premier Sedan,Panipat,Tis Hazari,UPI,23,Low,Clear,App
"""CNR1362279""",2024-06-08,06:58:37," ""CID9967764""",Premier  Sedan,Govindpuri, Uttam Nagar, UPI,6,,Clear , Phone
"""CNR3804143""",2024-11-05,21:22:08,"""CID8704737""",Premier Sedan,Subhash Chowk,Huda City Centre,Credit Card,21,Low,Fog,App
"""CNR2381135""",2024-06-05,19:32:44,"""CID3457659""",Premier Sedan,Sushant Lok,Bhiwadi,UPI,19,High,Fog,App
"""CNR6662279""",2024-04-02,04:32:52,"""CID7340372""",Premier Sedan,Kashmere Gate ISBT,RK Puram,UPI,4,Medium,Rain,App
"""CNR5371068""",2024-01-30,12:42:08,"""CID3147616""",Premier Sedan,Palam Vihar,Raj Nagar Extension,Credit Card,12,Low,Clear,Phone
"""CNR3321014""",2024-01-19,16:04:06,"""CID8661842""",Premier Sedan,Gurgaon Sector 29,Arjangarh,UPI,16,Low,Rain,App
"""CNR1964374""",2024-01-14,08:17:43,"""CID4582147""",Premier Sedan,Old Gurgaon,INA Market,null,--,Low ,, App
"""CNR1892710""",2024-12-15,20:00:43,"""CID4922618""",Premier Sedan,Mundka,Connaught Place,null,20,Medium,,App
"""CNR1231726""",2024-02-13,09:47:58,"""CID9245873""",Premier Sedan,IIT Delhi,Rajiv Chowk,Cash,9,High,Rain,App
"""CNR5827551""",2024-11-10,16:08:07,"""CID8366911""",Premier Sedan,Jor Bagh,Sarai Kale Khan,null,16,Medium,,Web
"""CNR4896462""",11/26/2024,2:19 AM,"""CID1475057"" ",Uber XL,Samaypur Badli,Janakpuri ,NA ,N/A,, Rain,App
"""CNR7318102""",2024-12-12,09:14:29,"""CID7717665""",Uber XL,Yamuna Bank,Badshahpur,Debit Card,9,High,Clear,App
"""CNR8807685""",30-Jul-2024,00:12," ""CID1864734""",Premier Sedan,Inderlok, Barakhamba Road,,0,, Rain,App
"""CNR6062243""",2024-04-02,19:45:34,"""CID8958304""",Premier Sedan, Panipat, Jor Bagh,,  ,Low,Clear,App
"""CNR3249954""",2024-07-27,21:08:05,"""CID8889164""",Premier Sedan,Sonipat,Greater Kailash,Uber Wallet,21,Medium,Fog,App
"""CNR5983145""",2024-01-05,13:48:49,"""CID8899266""",Premier Sedan,Ghitorni,Udyog Bhawan,UPI,13,High,Clear,App
"""CNR5474872""",06/26/2024,10:51 AM,"""CID1527490"" ",Uber XL ,Greater Noida,Saket A Block, NA,10,Medium,,App
"""CNR2914188""",2024-10-11,02:37:35,"""CID8649767""",Premier Sedan,Tagore Garden,Aya Nagar,Debit Card,2,Low,Rain,Web
"""CNR9621040""",2024-12-20,17:58:46,"""CID8132556""",Premier Sedan,Preet Vihar,Shastri Park,null,17,Medium,,App
"""CNR3237322""",2024-04-22,14:02:55,"""CID7324659""",Premier Sedan,Paschim Vihar,Huda City Centre,UPI,14,High,Rain,App
"""CNR4137983""",2024-02-07,21:13:26," ""CID5646122""",Premier Sedan, Ashok Vihar,Ghitorni Village,UPI ,--,High, Rain, App
"""CNR6082729""",2024-08-29,13:24:08,"""CID5536571""",Premier Sedan,IFFCO Chowk,Gwal Pahari,Credit Card,13,High,Clear,App
"""CNR1341236""",2024-12-10,20:36:03,"""CID1254687""",Premier Sedan,Model Town,Satguru Ram Singh Marg,null,20,High,,App
"""CNR2985140""",2024-12-23,18:30:46,"""CID2125319""",Premier Sedan,Udyog Vihar Phase 4,Nirman Vihar,Debit Card,18,High,Storm,Phone
"""CNR2738509""",2024-04-05,08:28:29,"""CID9185825""",Premier Sedan,Mandi House,ITO,UPI,8,High,Rain,App
"""CNR5629911""",2024-04-01,20:02:27,"""CID8086225""",Premier Sedan,Shahdara,Netaji Subhash Place,Uber Wallet,20,High,Storm,Web
"""CNR7044883""",2024-07-20,12:54:21,"""CID6955152""",Premier Sedan,Khandsa,Mundka,UPI,12,Medium,Fog,App
"""CNR6963418""",2024-03-31,14:28:38,"""CID3850291""",Premier Sedan,Vatika Chowk,Khan Market,null,14,Low,,App
"""CNR5145770""",2024-07-13,19:44:38,"""CID1347219""",Premier Sedan,Mayur Vihar,Akshardham,UPI,19,Medium,Clear,Phone
"""CNR3609994""",2024-02-22,11:19:06,"""CID2703039""",Premier Sedan, IIT Delhi,IGNOU Road, NA,11,Medium,,App 
"""CNR7117636""",2024-11-07,16:53:26,"""CID8931492""",Premier Sedan,Vishwavidyalaya,Patel Chowk,UPI,16,High,Fog,Web
"""CNR5887905""",2024-06-10,11:45:14,"""CID6754908""",Premier Sedan,Jor Bagh,Gwal Pahari,UPI,11,Low,Clear,App
"""CNR9844193""",2024-12-22,05:04:56,"""CID5058574""",Premier Sedan,Badarpur,DLF Phase 3,Cash,5,High,Clear,App
"""CNR5455147""",2024-03-21,11:51:09,"""CID5385620""",Premier Sedan,Vinobapuri,Tis Hazari,null,11,Medium,,Web
"""CNR1175711""",2024-06-13,13:17:13,"""CID1734677""",Premier Sedan,Peeragarhi,INA Market,null,13,High,,App
"""CNR9822091""",2024-07-04,16:17:31,"""CID1370192""",Premier Sedan,Jahangirpuri,Preet Vihar,null,16,Low,,Web
"""CNR1147050""",2024-07-01,16:30:22,"""CID1864235""",Premier Sedan,Moolchand,Chanakyapuri,Uber Wallet,16,Low,Clear,App
"""CNR2735848""",2024-06-09,19:53:05,"""CID5885311""",Premier Sedan,Gurgaon Railway Station,Kirti Nagar,Debit Card,19,Low,Rain,App
"""CNR1116271""",2024-01-09,10:27:34,"""CID7207008""",Premier Sedan,Shastri Park,Ashram,null,10,High,,App
"""CNR6754178""",2024-10-02,18:36:17,"""CID3327685""",Premier Sedan,Nirman Vihar,Jahangirpuri,Uber Wallet,18,High,Clear,App
"""CNR7264956""",2024-04-27,23:32:17,"""CID2336633""",Premier Sedan,Ambience Mall,Netaji Subhash Place,Uber Wallet,23,Low,Rain,App
"""CNR5920030""",2024-08-26,08:20:17,"""CID9101443""",Uber XL,Pragati Maidan,Aya Nagar,Credit Card,8,High,Clear,App
"""CNR1746041""",2024-11-24,16:33:13,"""CID3692651""",Premier Sedan,Tilak Nagar,Hauz Rani,null,16,Low,,App
"""CNR6600642""",2024-04-01,08:31:47,"""CID7557530""",Premier Sedan,INA Market,Karkarduma,Credit Card,8,Medium,Clear,App
"""CNR7194082""",2024-11-27,17:48:18,"""CID8008539""",Premier Sedan,Jahangirpuri,Hauz Rani,null,17,High,,Web
"""CNR7974871""",2024-06-22,14:34:06,"""CID5120425""",Premier Sedan,DLF City Court,Azadpur,null,14,Medium,,App
"""CNR8706872""",2024-04-23,13:03:49,"""CID4111753""",Premier Sedan,Kaushambi,South Extension,null,13,High,,App
"""CNR8664325""",2024-10-18,15:01:02,"""CID6933593""",Premier Sedan,Ashram,Khan Market,Cash,15,High,Clear,App
"""CNR6266971""",2024-01-09,10:35:16,"""CID2722671""",Premier Sedan,Raj Nagar Extension,INA Market,null,10,High,,App
"""CNR6648920""",2024-11-10,21:58:35,"""CID1949591""",Premier Sedan,Malviya Nagar,New Delhi Railway Station,null,21,High,,App
"""CNR5116537""",2024-06-11,18:47:10,"""CID7353809""",Premier Sedan,Gurgaon Railway Station,Narsinghpur,null,18,Medium,,App
"""CNR3036909""",2024-07-08,12:31:25,"""CID6961602""",Premier Sedan,Kadarpur,Tilak Nagar,UPI,12,Low,Clear,Phone
"""CNR7365137""",2024-07-31,18:24:41,"""CID6376115""",Uber XL,Jhilmil,Kherki Daula Toll,Cash,18,High,Clear,Web
"""CNR8560061""",2024-06-14,02:44:49,"""CID9174188""",Uber XL,Vinobapuri,New Delhi Railway Station,null,2,Low,,App
"""CNR8515279""",2024-09-04,15:40:15,"""CID3905544""",Uber XL,Udyog Vihar,Rajiv Chowk,Uber Wallet,15,Low,Rain,App
"""CNR5114171""",2024-04-07,06:39:27,"""CID3096007""",Premier Sedan,Janakpuri,Manesar,null,6,Medium,,App
"""CNR3222450""",2024-03-18,05:03:30,"""CID8541345""",Premier Sedan,Jahangirpuri,Udyog Vihar,Cash,5,Low,Rain,App
"""CNR2763689""",2024-03-10,22:03:25,"""CID5728340""",Uber XL,INA Market,Jahangirpuri,UPI,22,Low,Rain,App
"""CNR4847183"" ",03-Dec-2024,10:20," ""CID6113487""",Premier  Sedan,Kashmere  Gate,Vidhan Sabha,,10,High,Rain,App
"""CNR3833469""",02/13/2024,3:56 AM,"""CID4775662""",Uber XL,Vasant Kunj,Subhash Nagar,UPI,15,,Fog ,App 
"""CNR6610283"" ",03/06/2024,4:49 PM,"""CID5075081""",Premier Sedan,IGI Airport ,Cyber Hub,NA ,16,NA ,,App
"""CNR5902402""",2024-01-13,21:29:30,"""CID2506594""",Premier Sedan,Arjangarh,Subhash Nagar,null,21,Low,,App
"""CNR2183134""",2024-03-01,08:06:22,"""CID9264809""",Uber XL,Vidhan Sabha,Ghitorni Village,Cash,8,High,Clear,App
"""CNR5882288""",2024-07-06,15:34:45,"""CID9544842""",Uber XL,Bhiwadi,Lal Quila,Cash,15,Medium,Clear,App
"""CNR6021749""",2024-11-16,12:34:24,"""CID8842547""",Premier Sedan,Vaishali,Azadpur,UPI,12,Low,Clear,Phone
"""CNR7085648""",2024-03-31,17:59:05,"""CID2909753""",Premier Sedan,Rohini West,Delhi Gate,Credit Card,17,Low,Clear,App
"""CNR2216694""",2024-07-08,08:32:51,"""CID3393031""",Premier Sedan,GTB Nagar,Vinobapuri,Cash,8,Medium,Clear,Phone
"""CNR1038546""",21-Jan-2024,6:28 AM," ""CID6497652""", Premier Sedan,Aya  Nagar,New Colony,,6,Medium,Clear, App
"""CNR1453002""",2024-01-28,00:52:36,"""CID7372390""",Premier Sedan,IIT Delhi,Nawada,UPI,0,Low,Rain,App
"""CNR9988385""",21-Dec-2024,2:42 AM,"""CID7227411""",Uber  XL,Kadarpur,Rajiv Chowk,null ,14,,,Phone 
"""CNR3625940""",2024-04-14,17:49:51,"""CID2632047""",Premier Sedan,Mundka,Saket A Block,Debit Card,17,High,Storm,Phone
"""CNR2269731""",2024-12-01,11:37:05,"""CID1109647""",Premier Sedan,Moti Nagar,Mehrauli,null,11,Medium,,Phone
"""CNR2534077""",2024-03-02,05:15:27," ""CID9134732""",Premier Sedan,Greater Noida,Jasola,null,5,NA ,,App
"""CNR1914426""",2024-01-21,08:28:25,"""CID7457733""",Uber XL,Anand Vihar ISBT,Vasant Kunj,null,8,High,,App
"""CNR7304269""",2024-07-21,21:14:55,"""CID3871203""",Premier Sedan,Keshav Puram,Narsinghpur,null,21,High,,Web
"""CNR8807926""",02/04/2024,2:51 AM,"""CID2531219""",Premier Sedan,Janakpuri ,Shastri Park,Debit Card ,14,,Clear,App
"""CNR9899906""",2024-01-01,21:54:17,"""CID4080199""",Uber XL,Subhash Nagar,Anand Vihar ISBT,UPI,21,High,Fog,Phone
"""CNR7161100""",2024-06-04,10:04:26,"""CID7259921""",Premier Sedan,Ardee City,ITO,UPI,10,Medium,Fog,App
"""CNR6203227""",2024-03-16,17:38:51,"""CID7150602""",Premier Sedan,Pulbangash,Govindpuri,Uber Wallet,17,High,Clear,App
"""CNR8438473""",2024-08-03,15:31:04,"""CID4238638""",Uber XL,Greater Noida,Nehru Place,Debit Card,15,Low,Rain,App
"""CNR7270532""",2024-06-07,23:44:27,"""CID6735275""",Premier Sedan,Kherki Daula Toll,Vaishali,null,23,Low,,App
"""CNR5972140""",2024-12-25,14:39:51,"""CID2503947""",Premier Sedan,DLF City Court,Noida Film City,UPI,14,Low,Clear,App
"""CNR7713802""",2024-05-21,19:36:15,"""CID4603318""",Premier Sedan,Sushant Lok,Paharganj,UPI,19,High,Storm,App
"""CNR8734526""",2024-12-04,07:34:57,"""CID2266072""",Uber XL,Ardee City,Lajpat Nagar,UPI,7,High,Clear,App
"""CNR6785500""",2024-05-19,10:58:58,"""CID8092410""",Premier Sedan,DLF Phase 3,Panchsheel Park,Credit Card,10,Medium,Rain,Web
"""CNR9873691""",2024-10-07,09:07:30,"""CID1974848""",Premier Sedan,Dwarka Sector 21,Kanhaiya Nagar,null,9,High,,App
"""CNR5502554""",2024-06-15,11:21:11,"""CID5722005""",Premier Sedan,Ashram,Palam Vihar,null,11,Low,,App
"""CNR4855730""",2024-12-12,15:11:04,"""CID6619778""",Premier Sedan,Ashram,Basai Dhankot,UPI,15,Medium,Rain,Web
"""CNR9956539""",2024-01-28,07:00:46,"""CID2424162""",Premier Sedan,IGI Airport,Pataudi Chowk,Cash,7,High,Clear,App
"""CNR6878480""",2024-02-27,08:04:01,"""CID7224277""",Uber XL,Ashok Park Main,Sarai Kale Khan,null,8,High,,App
"""CNR3896075""",08/27/2024,13:17,"""CID4166992""",Premier Sedan,AIIMS,India Gate ,,13,Medium,Fog,App
"""CNR1493896""",2024-11-11,23:42:34,"""CID3185713""",Premier Sedan,Jor Bagh,Vishwavidyalaya,Uber Wallet,23,Medium,Storm,App
"""CNR1595390""",2024-06-26,09:44:31,"""CID8780502""",Premier Sedan,Ashok Vihar,Saidulajab,null,9,High,,Web
"""CNR2695558""",2024-09-17,11:17:45,"""CID4789269""",Uber XL,Ghitorni Village,Gurgaon Railway Station,null,11,High,,App
"""CNR5464851""",2024-07-17,18:08:59,"""CID4058606""",Uber XL,Cyber Hub,Badshahpur,null,18,High,,Web
"""CNR3074851""",2024-03-02,09:54:18,"""CID8841856""",Premier Sedan,Noida Sector 62,Karol Bagh,UPI,9,Medium,Rain,App
" ""CNR8640396""",2024-02-15,13:13:56,"""CID6615525""",Premier Sedan,Noida Extension ,Munirka,Uber Wallet,N/A,,Rain,App 
"""CNR3079323""",2024-01-10,23:05:42,"""CID6730131""",Premier Sedan,Samaypur Badli,Palam Vihar,UPI,23,Low,Clear,App
"""CNR2555197""",2024-08-27,03:46:06,"""CID9006730""",Premier Sedan,Madipur,Munirka,Debit Card,3,Medium,Clear,App
"""CNR4401986""",2024-11-05,14:59:52,"""CID3265542""",Premier Sedan,Karol Bagh,Chanakyapuri,UPI,14,Medium,Clear,Web
"""CNR8082937""",2024-10-19,02:43:49,"""CID5310393""",Uber XL,Netaji Subhash Place,IGI Airport,null,2,Medium,,App
"""CNR4896617""",2024-02-01,13:04:45,"""CID4799896""",Premier Sedan,Rohini,Rajiv Chowk,Uber Wallet,13,Medium,Clear,App
"""CNR9777974""",20-Feb-2024,7:00 AM," ""CID3581091""",Uber XL, RK Puram,Bhiwadi,Debit Card,7,,Clear,Phone
"""CNR4000637""",2024-10-30,09:40:10,"""CID3039810""",Premier Sedan,Cyber Hub,Meerut,Uber Wallet,9,Medium,Fog,App
"""CNR9056994""",2024-06-29,09:16:04,"""CID7144157""",Premier Sedan,Khandsa,New Colony,Uber Wallet,9,Low,Clear,App
"""CNR5901909""",2024-01-23,08:46:17,"""CID1014713""",Premier Sedan,Satguru Ram Singh Marg,Tilak Nagar,UPI,8,Medium,Clear,Web
"""CNR4202774"" ",02/15/2024,10:06,"""CID6973079""",Premier  Sedan,Sushant Lok, Okhla,Debit Card,N/A,,Clear,App 
"""CNR6502482""",22-Aug-2024,17:54,"""CID5757773""",Premier Sedan ,Anand Vihar ISBT,Ghitorni,null,17,Medium,NA ,App
"""CNR1717734""",2024-02-25,12:07:53,"""CID6964084""",Premier Sedan,Panipat,Azadpur,UPI,12,Low,Clear,Phone
"""CNR2693130""",2024-07-31,20:40:46,"""CID1153960""",Premier Sedan,MG Road,Jasola,Cash,20,High,Clear,App
"""CNR4540430""",2024-11-02,18:54:17,"""CID3191241""",Premier Sedan,DLF Phase 3,Pulbangash,Cash,18,High,Clear,App
"""CNR8950450""",2024-10-08,14:59:17,"""CID5478561""",Uber XL,Uttam Nagar,Gwal Pahari,Uber Wallet,14,Medium,Clear,Web
"""CNR7901667""",2024-11-07,14:42:22,"""CID1634036""",Uber XL,Greater Kailash,Gwal Pahari,Uber Wallet,14,Low,Clear,App
"""CNR4090243""",2024-10-07,06:48:23,"""CID4414931""",Uber XL,IGNOU Road,Vasant Kunj,Debit Card,6,Low,Storm,App
"""CNR2414726""",01/10/2024,8:57 PM,"""CID5036467""",Premier Sedan ,Chanakyapuri ,Nawada,UPI ,20,,Clear,App
"""CNR7431692""",2024-11-19,23:52:00,"""CID3965341""",Uber XL,Kirti Nagar,Satguru Ram Singh Marg,UPI,23,Low,Rain,Web
"""CNR6098328"" ",2024-07-16,06:54:23,"""CID9813516""",Premier Sedan,Arjangarh ,Laxmi Nagar,UPI,6,NA ,Clear, App
"""CNR7152814"" ",01-Dec-2024,7:12 AM," ""CID1292814""",Premier Sedan,Jama Masjid,Jasola,null,19, NA,NA ,App
"""CNR2963092""",2024-01-10,19:36:58,"""CID4980114""",Premier Sedan,Chanakyapuri,Tilak Nagar,UPI,19,High,Clear,Web
"""CNR8194836""",2024-12-27,16:44:21,"""CID6268711""",Uber XL,Vishwavidyalaya,Shastri Park,null,16,High,,App
"""CNR6441409""",2024-07-15,02:22:25,"""CID7192715""",Premier Sedan,Botanical Garden,Nawada,null,2,Low,,App
"""CNR5174157""",2024-10-20,11:23:16,"""CID7540803""",Uber XL,Botanical Garden,Vidhan Sabha,null,11,Low,,Phone
"""CNR7205980""",2024-03-17,07:51:50,"""CID5549264""",Premier Sedan,Lok Kalyan Marg,Gurgaon Sector 56,Credit Card,7,High,Clear,Web
"""CNR5053589""",28-Apr-2024,4:09 AM," ""CID7571484""",Premier Sedan,Noida Film City,Noida Sector 18,,N/A,, NA,App
"""CNR6846784""",2024-04-04,18:56:02,"""CID1828411""",Premier Sedan,Vaishali,Dwarka Mor,UPI,18,High,Clear,App
"""CNR6077829""",2024-01-30,17:39:43,"""CID6892072""",Uber XL,Gwal Pahari,Meerut,UPI,17,High,Clear,App
"""CNR1640167"" ",05/11/2024,10:26 AM,"""CID8398619"" ",Uber XL,Madipur,Khandsa,,N/A,High,Clear,App
"""CNR3955373""",2024-06-07,16:21:56,"""CID3523679""",Premier Sedan,Chhatarpur,Panchsheel Park,null,16,Medium,,App
" ""CNR4022621""",04/26/2024,9:17 AM," ""CID8543373""",Premier Sedan, Vaishali,Mundka ,,9,High,Fog,App 
"""CNR4983652""",2024-06-25,10:59:11,"""CID5702660""",Premier Sedan,Shahdara,Kashmere Gate,UPI,10,Low,Clear,App
"""CNR5399483""",2024-05-24,16:18:42,"""CID2370351""",Premier Sedan,Welcome,Rohini West,Credit Card,16,Low,Rain,App
"""CNR3926465""",2024-06-06,09:59:08,"""CID9768817""",Premier Sedan,IGI Airport,Malviya Nagar,null,9,Low,,App
"""CNR2001530""",2024-01-18,06:35:41,"""CID7163838""",Premier Sedan,Saket A Block,Khan Market,UPI,6,High,Clear,Web
"""CNR8940679""",2024-12-09,15:51:05,"""CID2142019""",Premier Sedan,Botanical Garden,Gurgaon Sector 56,UPI,15,High,Rain,App
"""CNR8441646""",2024-08-03,08:37:32,"""CID8555306""",Uber XL,DLF Phase 3,Meerut,null,8,High,,Web
"""CNR3593923""",2024-06-13,23:46:52,"""CID9183655""",Uber XL,Connaught Place,India Gate,Cash,23,Medium,Storm,App
"""CNR1585664""",2024-10-14,09:56:02,"""CID6336618""",Premier Sedan,Meerut,Rithala,Debit Card,9,Low,Rain,App
"""CNR7646227""",2024-06-11,21:13:05,"""CID8151205""",Premier Sedan,Vishwavidyalaya,Sonipat,UPI,21,Low,Clear,App
"""CNR4312265""",2024-11-07,15:48:09,"""CID1601327""",Premier Sedan,Manesar,Karol Bagh,null,15,Medium,,App
"""CNR2523023""",2024-09-27,09:21:36,"""CID7509972""",Premier Sedan,Chhatarpur,Green Park,UPI,9,High,Clear,App
