Booking ID,Booking Status,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
"""CNR7036021""",Completed,2.1,41.9,null,null,null,null,null,null,272,22.77,4.3,4.3
"""CNR8091754""",Completed,4.3,18.1,null,null,null,null,null,null,364,43.82,4.4,4.6
"""CNR2245605""",Completed,13.2,23.3,null,null,null,null,null,null,575,33.67,3.4,4.7
"""CNR3387296""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR6839279""",Completed,13.6, 32.4,1,null ,null , null,null,null,-1,129.82,4.2,-4.8
"""CNR8900534""",Incomplete,9.0,23.9,null,null,null,null,1,Other Issue,449,12.83,null,null
"""CNR3166545""",Cancelled by Driver,5.6,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR2879528""",Cancelled by Driver,4.6,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR8785673""",Completed,6.7,15.4,null,null,null,null,null,null,219,11.03,3.7,4.2
"""CNR4800309""",Completed,7.7,31.0,null,null,null,null,null,null,432,23.12,4.9,4.7
"""CNR3338334""",Completed,6.4,40.0,null,null,null,null,null,null,1243,12.18,3.2,4.2
"""CNR8890888"" ",Completed,-9.7,32.2,null,null,null,null,-1,null,-796,-20.62,4.4 ,4.6
"""CNR2956747""",Completed,8.9,43.3,null,null,null,null,null,null,354,48.92,4.2,4.6
"""CNR5801492""",Cancelled by Driver,9.0,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR6959167""",Completed, 8.6,-24.3,1,null,null,null, null,null ,NaN,51.71,-3.9,-4.3
"""CNR2279728""",Completed,5.8,36.6,null,null,null,null,null,null,317,46.14,4.6,4.3
"""CNR1425273""",Completed,11.7,21.2,null,null,null,null,null,null,305,4.73,4.1,4.4
"""CNR3461650""",Completed,14.3,44.8,null,null,null,null,null,null,249,2.46,4.3,4.3
"""CNR7872382""",Completed,7.4,40.6,null,null,null,null,null,null,1524,4.61,3.9,4.6
"""CNR8017587""",Cancelled by Driver,6.8,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR3464651""",Completed,3.8,15.3,null,null,null,null,null,null,54,2.47,4.2,4.5
"""CNR8328682""",Cancelled by Driver,3.4,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR8280315""",Completed,5.6,26.1,null,null,null,null,null,null,474,48.36,3.1,4.9
"""CNR9299483""",Completed ,-14.6,23.6,null ,null,-1,,-1,null,-465,45.27 ,4.1 ,-4.3
"""CNR6901954""",Completed,3.9,39.0,null,null,null,null,null,null,359,48.76,4.4,4.4
"""CNR3056799""",Completed,10.0,39.9,null,null,null,null,null,null,199,48.05,3.2,4.9
"""CNR9867170""",Completed,3.3,33.1,1,null,null ,null,null,null, 207,22.99 , 3.9,4.9 
"""CNR3903251""",Cancelled by Driver,5.7,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR9338599""",Completed,11.1 ,41.6,null,null,null,NA ,null,null ,376,31.0,4.2,3.9
"""CNR2769504"" ", Completed,20,36.5 ,null,null, null,null ,null,null,141,0,4.4,4.7
"""CNR6426779""",Completed,2.2,18.6,null,null,null,null,null,null,411,15.1,4.3,4.6
"""CNR2222418""",Completed,9.8,43.0,null,null,null,null,null,null,875,8.55,4.4,4.3
"""CNR9306443""",Cancelled by Driver,10.5,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR7297396""",Completed,8.1,16.0,null,null,null,null,null,null,3597,12.12,4.3,4.2
"""CNR2392125""",Completed,12.8,36.9,null,null,null,null,null,null,1874,48.73,4.9,4.3
"""CNR8224943""",Completed,5.2,33.2,null,null,null,null,null,null,331,10.1,5.0,4.2
"""CNR3393932""",Completed,5.5,28.3,null,null,null,null,null,null,996,33.85,4.0,4.1
"""CNR4932885""",Completed,4.6,29.8,null,null,null,null,null,null,810,39.78,4.3,3.9
"""CNR3591294""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR8643021""",No Driver Found,,null ,null, null,null,NA ,null, null, null,0,null,null 
"""CNR1985254""",Completed,20,24.3 ,null ,null,null,,null,null,191,0,4.6 ,4.4
"""CNR3174930""",Completed,7.0,15.7,null,null,null,null,null,null,1224,23.67,4.3,5.0
"""CNR8682069""",Cancelled by Driver,3.9,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR7462844""",Completed,10.8,24.1,null,null,null,null,null,null,435,4.18,4.5,3.7
"""CNR7528808""",Cancelled by Customer,9.3,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR1784296""",Completed,13.1,32.1,null,null,null,null,null,null,320,49.08,4.7,4.2
"""CNR3199295""",Cancelled by Driver,4.2,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR2926297""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR7515246""",Completed,7.8,42.1,null,null,null,null,null,null,513,4.86,4.6,4.4
"""CNR6750235"" ",Completed,20,27.4,null ,null,null , NA,null,null,1109,0,-4.4,4.3
"""CNR4435904""",Cancelled by Driver,9.9,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR4266699""",Completed,6.5,38.4,null,null,null,null,null,null,58,33.4,3.1,4.8
"""CNR9245550""",Incomplete,7.3,10.9,null,null,null,null,1,Vehicle Breakdown,448,12.11,null,null
"""CNR9180403""",Completed,5.5,19.6,null,null,null,null,null,null,99,7.03,4.7,4.8
"""CNR1587301""",Cancelled by Driver,6.4,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR5489060""",Cancelled by Driver,10.1,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR1922996""",Cancelled by Customer,8.4,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null
"""CNR9239958""",Cancelled by Driver,9.1,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR9973243""",Cancelled by Customer,8.3,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR2045790""",Cancelled by Customer,19.0,null,1,AC is not working,null,null,null,null,null,null,null,null
"""CNR3685657""",Completed,7.9,44.2,null,null,null,null,null,null,933,46.94,4.6,4.2
"""CNR1253753""",Completed,5.6,31.6,null,null,null,null,null,null,255,7.03,3.2,4.4
"""CNR5263413""",Cancelled by Driver,3.4,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR3524190""",Completed,6.0,32.4,null,null,null,null,null,null,567,24.51,3.9,3.8
"""CNR7898051""",Completed,8.8,23.5,null,null,null,null,null,null,427,20.49,4.5,4.3
"""CNR7531304""",Completed,5.5,16.7,null,null,null,null,null,null,765,32.09,4.6,4.6
"""CNR2171196""",Completed,7.4,28.5,null,null,null,null,null,null,285,41.3,4.8,4.9
"""CNR8886179""",Cancelled by Customer,14.0,null,1,Change of plans,null,null,null,null,null,null,null,null
"""CNR1691286""",Cancelled by Driver,11.8,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR5589122""",Cancelled by Driver,10.0,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR4110251""",Completed,5.8,35.9,null,null,null,null,null,null,1296,6.98,3.7,4.3
"""CNR5135761""",Completed,9.2,17.9,null,null,null,null,null,null,183,48.37,4.2,4.8
"""CNR6490156""",Cancelled by Driver,9.6,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR1706522""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR8672710""",Cancelled by Customer,11.7,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR9115479""",Cancelled by Driver,10.4,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR1617189""",Completed,12.0,25.4,null,null,null,null,null,null,410,14.62,4.7,4.4
"""CNR9605041""",Completed,3.0,42.1,null,null,null,null,null,null,222,12.9,4.2,4.6
"""CNR3024526""",Cancelled by Driver,11.0,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR3621761""",Completed,14.0,15.7,null,null,null,null,null,null,852,31.74,3.3,4.9
"""CNR1738170""",No Driver Found,,null,null,null,null,null ,null,null,null ,0,null ,null
"""CNR5201608""",Completed,4.8,33.7,null,null,null,null,null,null,599,25.11,4.3,4.3
"""CNR8869023""",Completed,10.0,42.9,null,null,null,null,null,null,385,25.66,4.5,4.9
"""CNR8244411""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR4664078""",Cancelled by Customer,15.1,null,1,AC is not working,null,null,null,null,null,null,null,null
"""CNR2338435""",Completed,6.5,22.6,null,null,null,null,null,null,131,4.28,4.1,4.7
"""CNR1939921""",Cancelled by Customer,14.9,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null
"""CNR4947137""",Cancelled by Driver,7.5,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR6321444""",Completed,5.8,31.4,null,null,null,null,null,null,431,32.65,4.6,3.7
"""CNR2308679""",Cancelled by Driver,6.3,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR9837697""",Cancelled by Customer,20,null, 1,Change of plans,null,null ,null,null,NaN,0,null,null
"""CNR8024024""",Completed,9.1,42.1,null,null,null,null,null,null,394,18.04,3.9,5.0
"""CNR9556094""",Completed,14.8,17.2,null,null,null,null,null,null,705,2.36,4.2,4.3
"""CNR8973206""",Completed,14.3,36.2,null,null,null,null,null,null,356,7.42,4.6,4.9
"""CNR1998205""",Completed,4.0,31.4,null,null,null,null,null,null,567,38.29,4.3,4.8
"""CNR8801384""",Completed,9.3,40.6,null,null,null,null,null,null,756,18.54,5.0,4.8
"""CNR8250711""",Completed,13.6,42.5,null,null,null,null,null,null,102,45.69,4.3,4.1
"""CNR1362279""",Completed,14.0,44.7,1,null ,null,NA ,null,null ,563,87.87, 4.1,5.0 
"""CNR3804143""",Completed,5.9,32.1,null,null,null,null,null,null,536,19.18,3.7,5.0
"""CNR2381135""",Completed,3.1,43.8,null,null,null,null,null,null,453,21.08,4.3,3.6
"""CNR6662279""",Completed,12.0,42.3,null,null,null,null,null,null,779,3.7,4.2,4.3
"""CNR5371068""",Completed,6.1,40.9,null,null,null,null,null,null,412,47.62,3.1,4.6
"""CNR3321014""",Incomplete,4.5,29.6,null,null,null,null,1,Vehicle Breakdown,803,12.28,null,null
"""CNR1964374"" ",Cancelled  by Customer,20,null, 1,Change of plans,null,,null,null,null,0,null,null
"""CNR1892710""",Cancelled by Customer,10.5,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null
"""CNR1231726""",Completed,14.0,24.1,null,null,null,null,null,null,356,3.27,4.1,4.7
"""CNR5827551""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR4896462""",Completed,8.3,36.0 ,null,null,null,null,null,null ,NaN,26.48,3.0,4.6
"""CNR7318102""",Completed,11.5,32.2,null,null,null,null,null,null,399,11.97,4.4,4.3
"""CNR8807685""",Completed,13.3,-34.8,-1, null,null, NA,-1,null,153,30.54,-4.1,4.0
"""CNR6062243"" ",Completed,5.9,18.6,null ,null,null ,null,null , null,568,69.69,4.4,3.9
"""CNR3249954""",Completed,11.1,22.5,null,null,null,null,null,null,773,17.76,4.4,4.3
"""CNR5983145""",Completed,8.8,25.3,null,null,null,null,null,null,156,31.25,5.0,4.2
"""CNR5474872""",No Driver Found,20,-1,null, null,-1,,-1,null ,null ,0,null,-1
"""CNR2914188""",Completed,13.5,34.0,null,null,null,null,null,null,90,49.01,4.3,4.1
"""CNR9621040""",Cancelled by Customer,9.4,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR3237322""",Incomplete,4.7,24.9,null,null,null,null,1,Customer Demand,260,14.03,null,null
"""CNR4137983""",Incomplete,3.2,15.5 , null,null,null ,,1, Other Issue,202 ,7.47 ,null,null 
"""CNR6082729""",Completed,12.5,43.0,null,null,null,null,null,null,231,30.19,4.2,4.9
"""CNR1341236""",Cancelled by Driver,9.3,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR2985140""",Completed,11.4,35.2,null,null,null,null,null,null,414,18.93,4.4,3.3
"""CNR2738509""",Completed,4.4,20.4,null,null,null,null,null,null,990,45.48,4.3,3.1
"""CNR5629911""",Completed,9.2,37.8,null,null,null,null,null,null,968,49.65,3.5,4.3
"""CNR7044883""",Completed,3.1,22.8,null,null,null,null,null,null,536,40.38,4.1,4.4
"""CNR6963418""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR5145770""",Completed,12.6,20.0,null,null,null,null,null,null,1099,15.64,4.9,4.3
"""CNR3609994""",No  Driver Found,null, null,-1,null ,-1,NA ,-1,null,null,null,null ,-1
"""CNR7117636""",Completed,11.2,43.9,null,null,null,null,null,null,255,15.09,4.3,3.5
"""CNR5887905""",Completed,2.5,20.6,null,null,null,null,null,null,390,40.73,4.2,4.3
"""CNR9844193""",Completed,4.6,32.0,null,null,null,null,null,null,98,8.35,4.1,4.2
"""CNR5455147""",Cancelled by Customer,13.4,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null
"""CNR1175711""",Cancelled by Customer,8.3,null,1,AC is not working,null,null,null,null,null,null,null,null
"""CNR9822091""",Cancelled by Driver,9.3,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR1147050""",Completed,8.1,31.2,null,null,null,null,null,null,934,8.2,4.6,4.9
"""CNR2735848""",Completed,8.4,22.0,null,null,null,null,null,null,206,44.36,5.0,4.7
"""CNR1116271""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR6754178""",Completed,5.9,17.3,null,null,null,null,null,null,162,37.67,3.3,4.6
"""CNR7264956""",Completed,3.0,43.5,null,null,null,null,null,null,358,21.23,4.3,4.1
"""CNR5920030""",Completed,10.2,19.9,null,null,null,null,null,null,911,43.83,4.1,4.6
"""CNR1746041""",Cancelled by Customer,7.0,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR6600642""",Completed,9.8,24.3,null,null,null,null,null,null,569,43.58,4.2,4.9
"""CNR7194082""",Cancelled by Driver,5.5,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR7974871""",Cancelled by Driver,6.5,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR8706872""",Cancelled by Driver,11.8,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR8664325""",Completed,9.2,15.6,null,null,null,null,null,null,324,23.92,4.3,4.9
"""CNR6266971""",Cancelled by Driver,3.9,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR6648920""",Cancelled by Driver,7.2,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR5116537""",Cancelled by Driver,6.3,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR3036909""",Completed,5.9,16.8,null,null,null,null,null,null,470,2.88,4.2,4.2
"""CNR7365137""",Incomplete,4.7,14.2,null,null,null,null,1,Other Issue,333,13.37,null,null
"""CNR8560061""",Cancelled by Driver,9.8,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR8515279""",Completed,13.9,32.8,null,null,null,null,null,null,726,10.64,4.7,4.9
"""CNR5114171""",Cancelled by Customer,8.1,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR3222450""",Completed,6.9,22.1,null,null,null,null,null,null,565,19.74,4.6,4.9
"""CNR2763689""",Completed,4.8,37.6,null,null,null,null,null,null,745,11.99,4.4,4.9
"""CNR4847183""",Completed,6.0 ,31.8,null, null,null ,, null,null,303, 49.11,4.2, 4.4
"""CNR3833469""", Completed,-10.8,29.6,null, null,-1,,null,null ,563 ,57.75,4.5 ,-4.6
"""CNR6610283"" ",Cancelled by Customer ,12.2 ,null ,1,Change of plans, null,,null,null,NaN,null , null,null
"""CNR5902402""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR2183134""",Completed,3.3,42.9,null,null,null,null,null,null,456,13.03,4.7,4.6
"""CNR5882288""",Completed,15.0,29.0,null,null,null,null,null,null,242,15.92,4.1,4.4
"""CNR6021749""",Completed,4.9,18.0,null,null,null,null,null,null,2513,18.54,4.4,4.7
"""CNR7085648""",Completed,4.8,38.3,null,null,null,null,null,null,548,4.69,4.6,4.6
"""CNR2216694""",Completed,9.3,34.9,null,null,null,null,null,null,298,21.18,4.8,4.9
"""CNR1038546"" ",Completed,11.5 ,16.2,null,null ,null,null,null,null,NaN,37.99,4.7 ,4.9
"""CNR1453002""",Completed,9.8,18.5,null,null,null,null,null,null,877,41.84,4.2,4.3
"""CNR9988385""",No Driver Found,, null,null ,null,null,,null, null,null ,0,null,null
"""CNR3625940""",Completed,6.8,44.6,null,null,null,null,null,null,920,7.48,4.5,4.1
"""CNR2269731""",Cancelled by Driver,8.7,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
" ""CNR2534077""", Cancelled by Driver, 11.9,-1,-1,null,1,More  than permitted people in there, null,null,NaN,-78.33,-1,null
"""CNR1914426""",Cancelled by Customer,17.0,null,1,AC is not working,null,null,null,null,null,null,null,null
"""CNR7304269""",Cancelled by Driver,8.9,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR8807926""",Completed ,7.8,-34.3,-1,null,null,null,null,null,-1,44.01,4.2,3.5
"""CNR9899906""",Completed,7.8,38.9,null,null,null,null,null,null,733,10.89,4.4,4.6
"""CNR7161100""",Completed,13.5,33.8,null,null,null,null,null,null,372,10.08,4.1,4.3
"""CNR6203227""",Completed,11.6,23.8,null,null,null,null,null,null,146,47.11,4.6,4.5
"""CNR8438473""",Completed,7.2,39.2,null,null,null,null,null,null,763,16.44,4.4,3.7
"""CNR7270532""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR5972140""",Incomplete,5.2,20.1,null,null,null,null,1,Customer Demand,790,3.66,null,null
"""CNR7713802""",Completed,5.1,25.2,null,null,null,null,null,null,909,43.18,4.6,3.0
"""CNR8734526""",Completed,11.4,38.9,null,null,null,null,null,null,256,24.75,3.9,4.5
"""CNR6785500""",Completed,9.5,20.6,null,null,null,null,null,null,144,30.83,4.5,4.6
"""CNR9873691""",Cancelled by Driver,4.4,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR5502554""",Cancelled by Customer,17.2,null,1,AC is not working,null,null,null,null,null,null,null,null
"""CNR4855730""",Completed,7.5,30.2,null,null,null,null,null,null,420,44.92,3.6,4.4
"""CNR9956539""",Completed,8.5,44.6,null,null,null,null,null,null,2849,2.71,4.3,4.3
"""CNR6878480""",Cancelled by Driver,11.8,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR3896075""", Completed,3.3,40.4,null,null ,null, NA,null,null ,131,39.36 ,4.3 ,4.6 
"""CNR1493896""",Completed,3.6,26.1,null,null,null,null,null,null,51,19.92,4.2,3.4
"""CNR1595390""",Cancelled by Customer,11.1,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR2695558""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR5464851""",Cancelled by Driver,7.6,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR3074851""",Completed,14.1,19.1,null,null,null,null,null,null,216,32.72,4.3,4.7
"""CNR8640396""",Completed,13.6, 40.6,-1,null,-1,null ,-1,null,-810,49.05 ,-4.6,-4.9
"""CNR3079323""",Completed,3.9,37.3,null,null,null,null,null,null,381,32.08,3.9,3.9
"""CNR2555197""",Completed,6.6,33.5,null,null,null,null,null,null,435,40.87,4.2,4.7
"""CNR4401986""",Completed,2.0,40.8,null,null,null,null,null,null,1634,14.52,4.7,4.2
"""CNR8082937""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR4896617""",Completed,4.5,20.5,null,null,null,null,null,null,667,5.4,3.4,3.7
"""CNR9777974""",Completed ,2.5,27.1 ,null,null,null ,NA ,null,null ,641,109.73,4.5 ,4.8
"""CNR4000637""",Completed,4.3,15.2,null,null,null,null,null,null,239,43.06,4.8,3.7
"""CNR9056994""",Completed,12.8,40.9,null,null,null,null,null,null,327,6.52,4.2,4.7
"""CNR5901909""",Completed,6.1,38.7,null,null,null,null,null,null,103,13.68,3.2,4.8
"""CNR4202774"" ",Completed ,20,26.4,null ,null,-1, NA,-1,null,337,0,-4.9,-4.4
"""CNR6502482""",No Driver Found,null,null, null,null ,null ,null,null, null,null ,null ,null ,null 
"""CNR1717734""",Completed,2.2,30.7,null,null,null,null,null,null,136,30.41,4.2,4.3
"""CNR2693130""",Completed,4.1,26.5,null,null,null,null,null,null,421,17.31,4.3,4.6
"""CNR4540430""",Completed,4.5,19.2,null,null,null,null,null,null,260,18.97,4.1,4.2
"""CNR8950450""",Completed,14.7,44.8,null,null,null,null,null,null,430,15.78,4.2,4.8
"""CNR7901667""",Completed,11.5,16.5,null,null,null,null,null,null,676,9.95,4.4,4.3
"""CNR4090243""",Completed,5.0,31.8,null,null,null,null,null,null,126,42.2,4.4,5.0
"""CNR2414726""",Completed ,4.6 ,-36.5,null,null,null,null,-1,null,734,-49.75,-4.7,4.5 
"""CNR7431692""",Completed,11.5,24.1,null,null,null,null,null,null,449,17.87,4.1,4.2
"""CNR6098328""",Completed,14.4, 31.5,null,null,null, null,null,null,488,31.02,4.3,3.5
" ""CNR7152814""", Cancelled by Driver,20,null,-1, null,-1, NA,null,null,null ,0,null ,-1
"""CNR2963092""",Completed,12.9,30.1,null,null,null,null,null,null,437,36.34,4.2,3.7
"""CNR8194836""",Cancelled by Driver,5.3,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR6441409""",Cancelled by Driver,5.0,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR5174157""",Cancelled by Customer,12.8,null,1,Wrong Address,null,null,null,null,null,null,null,null
"""CNR7205980""",Completed,10.5,26.3,null,null,null,null,null,null,134,27.08,4.9,4.8
"""CNR5053589""",Cancelled by Customer ,20,null,1,Driver is not moving towards pickup location, null,null,null ,null,null,0, null,null 
"""CNR6846784""",Completed,2.6,16.2,null,null,null,null,null,null,435,16.39,4.3,4.5
"""CNR6077829""",Completed,4.3,37.4,null,null,null,null,null,null,433,47.76,4.7,4.2
" ""CNR1640167""",Completed ,12.2,28.0,null,null,null,NA ,null,null ,396,17.68, 3.1,3.7
"""CNR3955373""",Cancelled by Driver,6.2,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
" ""CNR4022621""",Completed,20,-43.4,-1,null ,-1,null,-1, null,488,0,3.7,-4.1
"""CNR4983652""",Completed,4.4,16.9,null,null,null,null,null,null,655,43.34,4.6,4.6
"""CNR5399483""",Completed,14.6,22.1,null,null,null,null,null,null,2497,23.43,3.7,4.7
"""CNR3926465""",Cancelled by Customer,14.1,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null
"""CNR2001530""",Completed,11.7,17.8,null,null,null,null,null,null,150,45.15,4.1,3.9
"""CNR8940679""",Completed,9.0,35.5,null,null,null,null,null,null,754,33.55,4.2,4.3
"""CNR8441646""",Cancelled by Driver,11.7,null,null,null,1,More than permitted people in there,null,null,null,null,null,null
"""CNR3593923""",Completed,6.6,42.8,null,null,null,null,null,null,131,8.02,4.4,4.2
"""CNR1585664""",Completed,14.5,19.7,null,null,null,null,null,null,965,13.73,4.7,4.1
"""CNR7646227""",Completed,9.0,32.0,null,null,null,null,null,null,1963,41.96,4.0,3.7
"""CNR4312265""",Cancelled by Customer,19.4,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null
"""CNR2523023""",Completed,5.8,36.0,null,null,null,null,null,null,305,6.36,4.9,4.3
"""CNR9302636""",Completed,10.2,40.2,null,null,null,null,null,null,374,3.53,4.7,3.6
"""CNR9222722""",Completed,6.3,15.9,null,null,null,null,null,null,117,18.51,4.4,3.4
"""CNR3259824""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR5560887""",Completed,20, 18.7,null ,null,null ,null,null,null,809,0,4.2,4.9 
"""CNR2877971""",Completed,9.8,29.4,null,null,null,,null,null,87 ,5.61,4.2 , 5.0
"""CNR8623585""",Completed,6.4,18.0,null,null,null,null,null,null,167,35.16,4.5,4.8
"""CNR9580880""",Cancelled by Driver,4.4,null,null,null,1,Customer related issue,null,null,null,null,null,null
"""CNR7330976""",Completed,4.4,27.9,null,null,null,null,null,null,938,23.83,4.3,4.9
"""CNR8099895""",Cancelled by Driver,4.4,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null
"""CNR6028537""",Cancelled by Driver,6.4,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR8598989""",Completed,9.7,16.1,null,null,null,null,null,null,235,41.13,4.4,3.0
" ""CNR7490633""",No Driver Found,null, null,null,null,null,null,null ,null,null,106.15,null , null
"""CNR2103516""",Completed,2.7,44.1,null,null,null,null,null,null,238,14.96,3.8,3.6
"""CNR1729054""",Completed,3.3,42.7,null,null,null,null,null,null,522,49.74,4.3,5.0
"""CNR2791664"" ",Completed,13.3,32.2,null,null,null,null,null,null,465 ,49.16 ,3.4, 4.6
"""CNR7287514""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR7810488""",Completed,5.4,35.3,null,null,null,null,null,null,195,41.7,4.9,5.0
"""CNR5710341""",Completed,3.3,18.1,1,null ,null,null,1,Other  Issue,NaN,1.48,null,null
"""CNR1822198""",Completed,11.5,40.2,null,null,null,null,null,null,870,28.24,4.6,4.5
"""CNR5106552""",Completed,10.2,42.9,null,null,null,null,null,null,536,32.79,4.3,4.7
"""CNR7995440""",Completed,6.0,27.9,null,null,null,null,null,null,88,44.01,4.1,4.5
"""CNR4512875"" ",Cancelled by Driver,5.9,null, null,null,1,,null,null,null,null,null,null
"""CNR9567795""",Completed,8.4,23.6,null,null,null,null,null,null,246,39.65,3.0,3.0
"""CNR8672759""",Completed,10.0,16.2,null,null,null,null,null,null,85,28.27,4.3,4.2
"""CNR7199387""",Incomplete,7.6,20.2,null,null,null,null,1,Other Issue,511,18.38,null,null
"""CNR2988528""",Completed,13.6,39.9,null,null,null,null,null,null,458,5.43,4.8,4.0
"""CNR6244578""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR6972112"" ",Completed,20,41.1,1,null,null,null,null ,null,832 ,0,4.4 ,4.3
"""CNR2446987""",Completed,7.2,16.5,null,null,null,null,null,null,496,21.99,4.3,4.3
"""CNR6476831""",Completed,7.4,15.3,null,null,null,null,null,null,737,19.88,4.7,4.8
"""CNR6290864""",Cancelled by Driver,4.6,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR8622030""",Completed,7.9,36.4,null,null,null,null,null,null,52,33.4,4.6,4.8
"""CNR9134113""",Cancelled by Driver,6.2 , null, null,null,1,,null,null ,NaN,null , null,null
"""CNR4194170""",No Driver Found,null,null,null,null,null,null,null,null,null,null,null,null
"""CNR1466776""",Completed,8.2,41.1,null,null,null,null,null,null,354,34.7,3.7,4.2
"""CNR6916080""",Completed ,3.6,35.1 , null,null,null, null,null, null,370,23.89 ,3.8 ,4.9
"""CNR7094970""",Completed,11.8,32.1,null,null,null,null,null,null,111,45.21,4.6,5.0
"""CNR9602564""",Cancelled by Driver,9.1,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null
"""CNR5324905""",Incomplete,3.2,14.9,null,null,null,null,1,Vehicle Breakdown,610,9.16,null,null
"""CNR4321031""",Completed,3.0,25.0,null,null,null,null,null,null,1099,32.02,4.8,4.2
"""CNR4895938""",Completed,12.4,24.8,null,null,null,null,null,null,343,34.87,4.3,4.9
"""CNR2006493""",Completed,2.6,26.5,null,null,null,null,null,null,203,27.14,3.7,4.9
